Date,State,TotalSamples,Negative,Positive
25-08-2020,Telangana,1021054,,108670
26-08-2020,Telangana,1082094,,111688
27-08-2020,Telangana,1142480,,114483
28-08-2020,Telangana,1204343,,117415
29-08-2020,Telangana,1266643,,120166
30-08-2020,Telangana,1327791,,123090
31-08-2020,Telangana,1365582,,124963
01-09-2020,Telangana,1423846,,
02-09-2020,Telangana,1483267,,
03-09-2020,Telangana,1542978,,
04-09-2020,Telangana,1605521,,
05-09-2020,Telangana,1667653,,
06-09-2020,Telangana,1730389,,
07-09-2020,Telangana,1766982,,
08-09-2020,Telangana,1827905,,
09-09-2020,Telangana,1890554,,
10-09-2020,Telangana,1953571,,
11-09-2020,Telangana,2016461,,
12-09-2020,Telangana,2078695,,
13-09-2020,Telangana,2134912,,
14-09-2020,Telangana,2169339,,
15-09-2020,Telangana,2220586,,
16-09-2020,Telangana,2276222,,
17-09-2020,Telangana,2329316,,
18-09-2020,Telangana,2379950,,
19-09-2020,Telangana,2434409,,
20-09-2020,Telangana,2488220,,
21-09-2020,Telangana,2519315,,
22-09-2020,Telangana,2573005,,
23-09-2020,Telangana,2628897,,
24-09-2020,Telangana,2684215,,
25-09-2020,Telangana,2741836,,
26-09-2020,Telangana,2800761,,
27-09-2020,Telangana,2850869,,
28-09-2020,Telangana,2886334,,
29-09-2020,Telangana,2940642,,
30-09-2020,Telangana,2996001,,
01-10-2020,Telangana,3050444,,
02-10-2020,Telangana,3104542,,
03-10-2020,Telangana,3153626,,
04-10-2020,Telangana,3205249,,
05-10-2020,Telangana,3241597,,
06-10-2020,Telangana,3292195,,
07-10-2020,Telangana,3346472,,
08-10-2020,Telangana,3396839,,
09-10-2020,Telangana,3449925,,
10-10-2020,Telangana,3500394,,
11-10-2020,Telangana,3547051,,
12-10-2020,Telangana,3577261,,
13-10-2020,Telangana,3624096,,
14-10-2020,Telangana,3664152,,
15-10-2020,Telangana,3703047,,
16-10-2020,Telangana,3746963,,
17-10-2020,Telangana,3789460,,
18-10-2020,Telangana,3830503,,
19-10-2020,Telangana,3856530,,
20-10-2020,Telangana,3898829,,
21-10-2020,Telangana,3940304,,
22-10-2020,Telangana,3978869,,
23-10-2020,Telangana,4017353,,
24-10-2020,Telangana,4052633,,
25-10-2020,Telangana,4079688,,
26-10-2020,Telangana,4094417,,
27-10-2020,Telangana,4115516,,
28-10-2020,Telangana,4155597,,
29-10-2020,Telangana,4196958,,
30-10-2020,Telangana,4240748,,
31-10-2020,Telangana,4281991,,
01-11-2020,Telangana,4323666,,
02-11-2020,Telangana,4349309,,
03-11-2020,Telangana,4394330,,
04-11-2020,Telangana,4439856,,
05-11-2020,Telangana,4484183,,
06-11-2020,Telangana,4531153,,
07-11-2020,Telangana,4575797,,
08-11-2020,Telangana,4618470,,
09-11-2020,Telangana,4642276,,
10-11-2020,Telangana,4684766,,
11-11-2020,Telangana,4729401,,
12-11-2020,Telangana,4770004,,
13-11-2020,Telangana,4812167,,
14-11-2020,Telangana,4853169,,
15-11-2020,Telangana,4874433,,
16-11-2020,Telangana,4891729,,
17-11-2020,Telangana,4929974,,
18-11-2020,Telangana,4972407,,
19-11-2020,Telangana,5011164,,
20-11-2020,Telangana,5050612,,
21-11-2020,Telangana,5092689,,
22-11-2020,Telangana,5134335,,
23-11-2020,Telangana,5158474,,
24-11-2020,Telangana,5201214,,
25-11-2020,Telangana,5248807,,
26-11-2020,Telangana,5289908,,
27-11-2020,Telangana,5332150,,
28-11-2020,Telangana,5374141,,
29-11-2020,Telangana,5420421,,
30-11-2020,Telangana,5453461,,
01-12-2020,Telangana,5500058,,
02-12-2020,Telangana,5551620,,
03-12-2020,Telangana,5605306,,
04-12-2020,Telangana,5662711,,
05-12-2020,Telangana,5722182,,
06-12-2020,Telangana,5779490,,
07-12-2020,Telangana,5812588,,
08-12-2020,Telangana,5868233,,
09-12-2020,Telangana,5919635,,
10-12-2020,Telangana,5973031,,
11-12-2020,Telangana,6029209,,
13-12-2020,Telangana,6128703,,
14-12-2020,Telangana,6157683,,
15-12-2020,Telangana,6205688,,
16-12-2020,Telangana,6257745,,
17-12-2020,Telangana,6306397,,
18-12-2020,Telangana,6354388,,
19-12-2020,Telangana,6401082,,
20-12-2020,Telangana,6443052,,
21-12-2020,Telangana,6475766,,
22-12-2020,Telangana,6520993,,
23-12-2020,Telangana,6566602,,
24-12-2020,Telangana,6611118,,
25-12-2020,Telangana,6655987,,
26-12-2020,Telangana,6686363,,
27-12-2020,Telangana,6723710,,
28-12-2020,Telangana,6750954,,
29-12-2020,Telangana,6793691,,
30-12-2020,Telangana,6839281,,
31-12-2020,Telangana,6882694,,
01-01-2021,Telangana,6924707,,
02-01-2021,Telangana,6951297,,
03-01-2021,Telangana,6991487,,
04-01-2021,Telangana,7018564,,
05-01-2021,Telangana,7061049,,
06-01-2021,Telangana,7104367,,
07-01-2021,Telangana,7145613,,
08-01-2021,Telangana,7184598,,
09-01-2021,Telangana,7215785,,
10-01-2021,Telangana,7253236,,
11-01-2021,Telangana,7278021,,
12-01-2021,Telangana,7312452,,
13-01-2021,Telangana,7350644,,
14-01-2021,Telangana,7379538,,
15-01-2021,Telangana,7399436,,
16-01-2021,Telangana,7428389,,
17-01-2021,Telangana,7461687,,
18-01-2021,Telangana,7483580,,
19-01-2021,Telangana,7515066,,
20-01-2021,Telangana,7542537,,
21-01-2021,Telangana,7574184,,
22-01-2021,Telangana,7602975,,
23-01-2021,Telangana,7632980,,
24-01-2021,Telangana,7662540,,
25-01-2021,Telangana,7682361,,
26-01-2021,Telangana,7711810,,
27-01-2021,Telangana,7728296,,
28-01-2021,Telangana,7759415,,
29-01-2021,Telangana,7790901,,
30-01-2021,Telangana,7823989,,
31-01-2021,Telangana,7861361,,
01-02-2021,Telangana,7879047,,
02-02-2021,Telangana,7915105,,
03-02-2021,Telangana,7955308,,
04-02-2021,Telangana,7996651,,
05-02-2021,Telangana,8034038,,
06-02-2021,Telangana,8069459,,
07-02-2021,Telangana,8104264,,
08-02-2021,Telangana,8122516,,
09-02-2021,Telangana,8154347,,
10-02-2021,Telangana,8184013,,
11-02-2021,Telangana,8213768,,
12-02-2021,Telangana,8242105,,
13-02-2021,Telangana,8269364,,
14-02-2021,Telangana,8295638,,
15-02-2021,Telangana,8311404,,
16-02-2021,Telangana,8336255,,
17-02-2021,Telangana,8360950,,
18-02-2021,Telangana,8385870,,
19-02-2021,Telangana,8409631,,
20-02-2021,Telangana,8433333,,
21-02-2021,Telangana,8456940,,
22-02-2021,Telangana,8471684,,
26-02-2021,Telangana,8618845,,
27-02-2021,Telangana,8659666,,
28-02-2021,Telangana,8700651,,
01-03-2021,Telangana,8721026,,
02-03-2021,Telangana,8761207,,
03-03-2021,Telangana,8801651,,
04-03-2021,Telangana,8842852,,
05-03-2021,Telangana,8883295,,
06-03-2021,Telangana,8924007,,
07-03-2021,Telangana,8964623,,
08-03-2021,Telangana,8984552,,
09-03-2021,Telangana,9016741,,
10-03-2021,Telangana,9055741,,
11-03-2021,Telangana,9093645,,
12-03-2021,Telangana,9114985,,
13-03-2021,Telangana,9149467,,
14-03-2021,Telangana,9200465,,
15-03-2021,Telangana,9238982,,
16-03-2021,Telangana,9299245,,
17-03-2021,Telangana,9359772,,
18-03-2021,Telangana,9419677,,
19-03-2021,Telangana,9482649,,
20-03-2021,Telangana,9548685,,
21-03-2021,Telangana,9613583,,
22-03-2021,Telangana,9650662,,
23-03-2021,Telangana,9718833,,
24-03-2021,Telangana,9789113,,
25-03-2021,Telangana,9845577,,
26-03-2021,Telangana,9903125,,
27-03-2021,Telangana,9961154,,
28-03-2021,Telangana,10019096,,
29-03-2021,Telangana,10053026,,
30-03-2021,Telangana,10095487,,
31-03-2021,Telangana,10151609,,
01-04-2021,Telangana,10210906,,
02-04-2021,Telangana,10270249,,
03-04-2021,Telangana,10329954,,
04-04-2021,Telangana,10392927,,
05-04-2021,Telangana,10435997,,
06-04-2021,Telangana,10498347,,
07-04-2021,Telangana,10572621,,
08-04-2021,Telangana,10659953,,
09-04-2021,Telangana,10761939,,
10-04-2021,Telangana,10873665,,
11-04-2021,Telangana,10988976,,
12-04-2021,Telangana,11068003,,
13-04-2021,Telangana,11181010,,
14-04-2021,Telangana,11253374,,
15-04-2021,Telangana,11360001,,
16-04-2021,Telangana,11481881,,
17-04-2021,Telangana,11608116,,
18-04-2021,Telangana,11737753,,
19-04-2021,Telangana,11820842,,
20-04-2021,Telangana,11942985,,
21-04-2021,Telangana,12073090,,
22-04-2021,Telangana,12175425,,
23-04-2021,Telangana,12281027,,
24-04-2021,Telangana,12384797,,
25-04-2021,Telangana,12493399,,
26-04-2021,Telangana,12566674,,
27-04-2021,Telangana,12666312,,
28-04-2021,Telangana,12748582,,
29-04-2021,Telangana,12828763,,
30-04-2021,Telangana,12905854,,
01-05-2021,Telangana,12983784,,
02-05-2021,Telangana,13060114,,
03-05-2021,Telangana,13118856,,
04-05-2021,Telangana,13189817,,
05-05-2021,Telangana,13267252,,
06-05-2021,Telangana,13347076,,
07-05-2021,Telangana,13488498,,
08-05-2021,Telangana,13557646,,
09-05-2021,Telangana,13613004,,
10-05-2021,Telangana,13678927,,
11-05-2021,Telangana,13754216,,
12-05-2021,Telangana,13823741,,
13-05-2021,Telangana,13894962,,
14-05-2021,Telangana,13952378,,
15-05-2021,Telangana,14016740,,
16-05-2021,Telangana,14061725,,
17-05-2021,Telangana,14124316,,
18-05-2021,Telangana,14195932,,
19-05-2021,Telangana,14267002,,
20-05-2021,Telangana,14336254,,
21-05-2021,Telangana,14402251,,
22-05-2021,Telangana,14465371,,
23-05-2021,Telangana,14507897,,
24-05-2021,Telangana,14567606,,
25-05-2021,Telangana,14648809,,
26-05-2021,Telangana,14739857,,
27-05-2021,Telangana,14830083,,
28-05-2021,Telangana,14927319,,
29-05-2021,Telangana,15027996,,
30-05-2021,Telangana,15089049,,
31-05-2021,Telangana,15176159,,
01-06-2021,Telangana,15270348,,
02-06-2021,Telangana,15379044,,
03-06-2021,Telangana,15489213,,
04-06-2021,Telangana,15625309,,
05-06-2021,Telangana,15763491,,
06-06-2021,Telangana,15861242,,
07-06-2021,Telangana,15994238,,
11-04-2020,Tripura,337,335,2
15-04-2020,Tripura,738,,2
16-04-2020,Tripura,762,760,2
21-04-2020,Tripura,2604,2602,2
22-04-2020,Tripura,3215,3123,2
01-05-2020,Tripura,4828,4825,3
02-05-2020,Tripura,4955,4950,5
03-05-2020,Tripura,5162,5157,5
04-05-2020,Tripura,5394,5377,17
05-05-2020,Tripura,5850,5820,30
06-05-2020,Tripura,6228,6185,43
07-05-2020,Tripura,6917,6828,89
08-05-2020,Tripura,7448,7359,89
09-05-2020,Tripura,8340,8221,119
10-05-2020,Tripura,9091,8955,136
11-05-2020,Tripura,9596,9442,154
12-05-2020,Tripura,10344,10189,155
13-05-2020,Tripura,11146,10991,155
14-05-2020,Tripura,11804,11648,156
15-05-2020,Tripura,12561,12405,156
16-05-2020,Tripura,13178,13011,167
17-05-2020,Tripura,13750,13583,167
18-05-2020,Tripura,14286,14119,167
19-05-2020,Tripura,15083,14914,169
20-05-2020,Tripura,15822,15694,173
21-05-2020,Tripura,16873,16610,173
22-05-2020,Tripura,17721,17546,175
23-05-2020,Tripura,18737,18546,191
24-05-2020,Tripura,19278,19537,191
25-05-2020,Tripura,20871,20637,198
26-05-2020,Tripura,22049,21840,209
27-05-2020,Tripura,23264,23032,232
28-05-2020,Tripura,24126,23884,242
29-05-2020,Tripura,25403,25159,244
30-05-2020,Tripura,26376,26105,271
31-05-2020,Tripura,27475,27159,316
01-06-2020,Tripura,28360,27937,423
02-06-2020,Tripura,29066,28595,471
03-06-2020,Tripura,30481,29859,622
04-06-2020,Tripura,31138,30492,646
05-06-2020,Tripura,32300,31606,694
06-06-2020,Tripura,33331,32582,749
07-06-2020,Tripura,35263,34461,802
08-06-2020,Tripura,37453,36613,840
09-06-2020,Tripura,38572,37706,866
10-06-2020,Tripura,40027,39130,897
11-06-2020,Tripura,41389,40474,915
12-06-2020,Tripura,40837,39877,960
13-06-2020,Tripura,43972,42930,1042
14-06-2020,Tripura,46015,44940,1075
15-06-2020,Tripura,47683,46599,1084
16-06-2020,Tripura,49208,48118,1090
17-06-2020,Tripura,50268,49135,1133
18-06-2020,Tripura,51495,50341,1154
19-06-2020,Tripura,52752,51571,1181
20-06-2020,Tripura,53905,52716,1189
21-06-2020,Tripura,54983,53759,1224
22-06-2020,Tripura,56035,54795,1240
23-06-2020,Tripura,56901,55638,1263
24-06-2020,Tripura,57753,56490,1263
25-06-2020,Tripura,59025,57730,1295
26-06-2020,Tripura,60199,58869,1330
27-06-2020,Tripura,61194,59855,1339
28-06-2020,Tripura,62278,60927,1351
29-06-2020,Tripura,63364,61979,1385
30-06-2020,Tripura,64478,63085,1393
01-07-2020,Tripura,65549,64148,1401
02-07-2020,Tripura,67255,65815,1440
03-07-2020,Tripura,68634,67101,1533
04-07-2020,Tripura,69891,68333,1558
05-07-2020,Tripura,71338,69757,1581
06-07-2020,Tripura,73058,71366,1692
07-07-2020,Tripura,74230,72514,1716
08-07-2020,Tripura,75641,73868,1773
09-07-2020,Tripura,77439,75650,1789
10-07-2020,Tripura,79429,77498,1931
11-07-2020,Tripura,81631,79669,1962
12-07-2020,Tripura,83353,81286,2067
13-07-2020,Tripura,86211,84118,2093
14-07-2020,Tripura,88677,86494,2183
15-07-2020,Tripura,92313,90032,2281
16-07-2020,Tripura,95328,,2379
17-07-2020,Tripura,97471,95092,2497
18-07-2020,Tripura,105058,102390,2668
19-07-2020,Tripura,109290,106398,2892
20-07-2020,Tripura,114165,111072,3093
21-07-2020,Tripura,119046,115701,3345
22-07-2020,Tripura,123269,119801,3471
23-07-2020,Tripura,127742,,3677
24-07-2020,Tripura,131485,127708,3777
25-07-2020,Tripura,135436,131554,3882
26-07-2020,Tripura,138100,134181,3919
27-07-2020,Tripura,142275,138209,4066
28-07-2020,Tripura,148877,144590,4287
29-07-2020,Tripura,156382,151879,4503
30-07-2020,Tripura,163640,158918,4722
31-07-2020,Tripura,170834,165838,4996
01-08-2020,Tripura,176171,170923,5248
02-08-2020,Tripura,180684,175295,5389
04-08-2020,Tripura,184227,178707,5520
05-08-2020,Tripura,187848,182205,5643
06-08-2020,Tripura,190492,184752,5740
07-08-2020,Tripura,193268,187400,5868
08-08-2020,Tripura,196440,190426,6014
09-08-2020,Tripura,199937,193776,6161
10-08-2020,Tripura,202004,195781,6223
11-08-2020,Tripura,205125,198738,6387
12-08-2020,Tripura,208165,201668,6497
13-08-2020,Tripura,210678,204060,6618
14-08-2020,Tripura,213730,206948,6782
15-08-2020,Tripura,217119,210170,6949
16-08-2020,Tripura,218981,211905,7076
17-08-2020,Tripura,220789,213570,7219
18-08-2020,Tripura,223966,216542,7424
19-08-2020,Tripura,228003,220343,7660
20-08-2020,Tripura,230716,222866,7850
21-08-2020,Tripura,233713,225607,8106
22-08-2020,Tripura,237750,229364,8386
23-08-2020,Tripura,241101,232384,8717
24-08-2020,Tripura,243613,234696,8917
25-08-2020,Tripura,247299,238089,9210
26-08-2020,Tripura,251657,242118,9539
27-08-2020,Tripura,255877,245953,9924
28-08-2020,Tripura,260373,249940,10433
29-08-2020,Tripura,264655,253779,10876
30-08-2020,Tripura,268276,256953,11323
31-08-2020,Tripura,271170,259526,11644
01-09-2020,Tripura,274199,262046,12153
02-09-2020,Tripura,277951,265232,12719
03-09-2020,Tripura,282798,269489,13309
04-09-2020,Tripura,287018,273185,13833
05-09-2020,Tripura,292269,277745,
06-09-2020,Tripura,297100,281973,15127
07-09-2020,Tripura,300486,284960,15526
08-09-2020,Tripura,304758,288604,16154
09-09-2020,Tripura,308922,292186,16736
10-09-2020,Tripura,313816,296545,17271
11-09-2020,Tripura,318581,300751,17830
12-09-2020,Tripura,323628,305328,18300
13-09-2020,Tripura,327843,308914,18929
14-09-2020,Tripura,331371,312187,19184
15-09-2020,Tripura,335686,315971,19715
16-09-2020,Tripura,340002,319833,20169
17-09-2020,Tripura,344918,324222,20696
18-09-2020,Tripura,347959,326990,20969
19-09-2020,Tripura,352004,330500,
20-09-2020,Tripura,356354,334325,22029
21-09-2020,Tripura,358876,336604,22272
22-09-2020,Tripura,362478,339647,22831
23-09-2020,Tripura,366835,343500,23335
24-09-2020,Tripura,371699,347913,23786
25-09-2020,Tripura,374960,350833,24127
26-09-2020,Tripura,378120,353715,24405
27-09-2020,Tripura,380779,356054,24725
28-09-2020,Tripura,382589,357671,24918
29-09-2020,Tripura,385690,360340,25350
30-09-2020,Tripura,388672,362941,25731
01-10-2020,Tripura,391684,365621,26063
02-10-2020,Tripura,394382,368023,26359
03-10-2020,Tripura,396413,369864,26549
04-10-2020,Tripura,398609,371738,26871
05-10-2020,Tripura,399915,372885,27030
06-10-2020,Tripura,402294,374989,27305
07-10-2020,Tripura,404688,377146,27542
08-10-2020,Tripura,406747,378991,27756
09-10-2020,Tripura,409037,381058,27979
10-10-2020,Tripura,411567,383417,28150
11-10-2020,Tripura,414550,386201,28349
12-10-2020,Tripura,416489,388031,28458
13-10-2020,Tripura,418985,390310,28675
14-10-2020,Tripura,421575,392719,28856
15-10-2020,Tripura,424147,395119,29028
16-10-2020,Tripura,426745,397555,29190
17-10-2020,Tripura,428975,399651,29324
18-10-2020,Tripura,431581,402116,29465
19-10-2020,Tripura,433688,404138,
20-10-2020,Tripura,435868,406183,29685
21-10-2020,Tripura,438334,408537,29797
22-10-2020,Tripura,441342,411420,29922
23-10-2020,Tripura,443478,413411,30067
24-10-2020,Tripura,446317,416185,30132
25-10-2020,Tripura,448279,418061,30218
26-10-2020,Tripura,449199,418945,
27-10-2020,Tripura,449911,419621,30290
28-10-2020,Tripura,452230,421780,30450
29-10-2020,Tripura,454388,423825,30563
30-10-2020,Tripura,456957,426297,30660
31-10-2020,Tripura,458380,427666,30714
01-11-2020,Tripura,459891,429100,30791
02-11-2020,Tripura,461315,430466,30849
03-11-2020,Tripura,464003,433017,
04-11-2020,Tripura,467012,435910,
05-11-2020,Tripura,469890,438656,31234
06-11-2020,Tripura,472762,441418,31344
07-11-2020,Tripura,475245,443814,31431
08-11-2020,Tripura,477455,445941,31514
09-11-2020,Tripura,479015,447475,31540
10-11-2020,Tripura,481806,450187,31619
11-11-2020,Tripura,484797,453094,31703
12-11-2020,Tripura,487389,455627,31762
13-11-2020,Tripura,489812,457974,31838
14-11-2020,Tripura,492248,460332,
15-11-2020,Tripura,493895,461953,31942
16-11-2020,Tripura,494627,462668,31959
17-11-2020,Tripura,497045,465009,32036
18-11-2020,Tripura,500015,467906,32109
19-11-2020,Tripura,502948,470734,32214
20-11-2020,Tripura,505954,473665,32289
21-11-2020,Tripura,508813,476449,32364
22-11-2020,Tripura,511457,479045,32412
23-11-2020,Tripura,513037,480606,32431
24-11-2020,Tripura,515452,482962,32490
25-11-2020,Tripura,517834,485309,32525
26-11-2020,Tripura,519862,487287,32575
27-11-2020,Tripura,521455,488848,32607
28-11-2020,Tripura,523099,490461,32638
30-11-2020,Tripura,526407,493715,32692
01-12-2020,Tripura,528241,495518,32723
02-12-2020,Tripura,530422,497661,32761
03-12-2020,Tripura,533103,500303,32800
04-12-2020,Tripura,535379,502546,32833
05-12-2020,Tripura,537733,504876,32857
06-12-2020,Tripura,540088,507200,32888
07-12-2020,Tripura,541546,508652,32894
08-12-2020,Tripura,543721,510799,32922
09-12-2020,Tripura,545848,512906,32942
10-12-2020,Tripura,548028,515055,32973
11-12-2020,Tripura,550158,517164,
12-12-2020,Tripura,551648,518636,
13-12-2020,Tripura,553446,520411,
14-12-2020,Tripura,554621,521576,
15-12-2020,Tripura,556623,523569,33054
16-12-2020,Tripura,559048,525970,33078
17-12-2020,Tripura,560965,527870,33095
18-12-2020,Tripura,562613,529497,33116
19-12-2020,Tripura,564129,530987,33142
20-12-2020,Tripura,565682,532518,33164
21-12-2020,Tripura,566644,533472,33172
22-12-2020,Tripura,568104,534919,33185
23-12-2020,Tripura,569607,536407,33200
24-12-2020,Tripura,570872,537659,33213
25-12-2020,Tripura,572189,538967,33222
26-12-2020,Tripura,572917,539694,33223
27-12-2020,Tripura,573971,540737,33234
28-12-2020,Tripura,574733,541492,33241
29-12-2020,Tripura,575976,542733,33243
30-12-2020,Tripura,577343,544088,33255
31-12-2020,Tripura,578723,545462,33261
01-01-2021,Tripura,580269,547004,33265
02-01-2021,Tripura,581550,548277,
03-01-2021,Tripura,582957,549678,
04-01-2021,Tripura,583819,550539,33280
05-01-2021,Tripura,585181,551900,33281
06-01-2021,Tripura,586639,553356,33283
07-01-2021,Tripura,587806,554515,33291
08-01-2021,Tripura,588991,555695,33296
10-01-2021,Tripura,590867,557563,33304
11-01-2021,Tripura,591518,558214,33304
12-01-2021,Tripura,593224,559918,33306
13-01-2021,Tripura,595168,561856,33312
14-01-2021,Tripura,596668,563351,33317
15-01-2021,Tripura,597659,564337,33322
16-01-2021,Tripura,598570,565244,33326
18-01-2021,Tripura,599890,566561,33329
19-01-2021,Tripura,600698,567366,33332
20-01-2021,Tripura,601506,568173,
21-01-2021,Tripura,602298,568963,33335
22-01-2021,Tripura,602883,569544,33339
23-01-2021,Tripura,603530,570189,33341
25-01-2021,Tripura,604330,570988,33342
26-01-2021,Tripura,604952,571609,33343
27-01-2021,Tripura,605314,571971,33343
28-01-2021,Tripura,605866,572523,33343
29-01-2021,Tripura,606523,573178,33345
30-01-2021,Tripura,606978,573631,33347
01-02-2021,Tripura,607566,574218,33348
02-02-2021,Tripura,607962,574614,33348
04-02-2021,Tripura,608947,575599,33348
05-02-2021,Tripura,609412,576063,33349
06-02-2021,Tripura,609909,576560,33349
08-02-2021,Tripura,610893,577544,33349
09-02-2021,Tripura,611468,578118,33350
10-02-2021,Tripura,612192,578842,33350
11-02-2021,Tripura,612813,579463,33350
12-02-2021,Tripura,613231,579881,33350
13-02-2021,Tripura,614152,580802,33350
14-02-2021,Tripura,614394,581044,33350
15-02-2021,Tripura,614394,581044,33350
17-02-2021,Tripura,615180,581828,33352
18-02-2021,Tripura,615776,582422,33354
19-02-2021,Tripura,616899,583510,33389
20-02-2021,Tripura,618010,584619,33391
22-02-2021,Tripura,618010,584619,33391
23-02-2021,Tripura,618747,585352,32939
24-02-2021,Tripura,619392,585995,33397
25-02-2021,Tripura,619842,586445,33397
26-02-2021,Tripura,620416,587012,33404
01-03-2021,Tripura,621754,588340,33414
03-03-2021,Tripura,622896,589479,33417
04-03-2021,Tripura,622887,589468,33419
06-03-2021,Tripura,624612,591191,33421
08-03-2021,Tripura,625498,592077,33421
11-03-2021,Tripura,627447,594025,33422
13-03-2021,Tripura,628216,594792,33424
14-03-2021,Tripura,628767,595341,33426
15-03-2021,Tripura,629661,596224,
17-03-2021,Tripura,630274,596836,33438
18-03-2021,Tripura,631045,597604,33441
19-03-2021,Tripura,631809,598358,33451
20-03-2021,Tripura,632636,599180,33456
21-03-2021,Tripura,633540,600079,33461
22-03-2021,Tripura,633806,600345,33461
23-03-2021,Tripura,634572,601105,33467
24-03-2021,Tripura,635381,601905,33476
25-03-2021,Tripura,636356,602879,33477
27-03-2021,Tripura,637843,604356,33487
30-03-2021,Tripura,639614,606124,33490
01-04-2021,Tripura,641498,607984,33514
02-04-2021,Tripura,642551,609033,33518
03-04-2021,Tripura,643050,609530,33520
04-04-2021,Tripura,644275,610741,33534
05-04-2021,Tripura,644784,611247,33537
06-04-2021,Tripura,646186,612635,33551
07-04-2021,Tripura,647320,613748,33572
08-04-2021,Tripura,648832,615223,33609
09-04-2021,Tripura,650518,616877,33641
10-04-2021,Tripura,651965,618283,33682
11-04-2021,Tripura,653832,620102,33730
12-04-2021,Tripura,654703,620963,33740
13-04-2021,Tripura,656802,623000,33802
14-04-2021,Tripura,658885,625044,33841
16-04-2021,Tripura,660465,626593,33872
17-04-2021,Tripura,662606,628676,33930
18-04-2021,Tripura,665194,631195,33999
19-04-2021,Tripura,666583,632552,34031
20-04-2021,Tripura,669149,635058,34091
22-04-2021,Tripura,674440,640181,34259
23-04-2021,Tripura,675862,641563,34299
24-04-2021,Tripura,679298,644872,34426
25-04-2021,Tripura,683472,648946,34526
26-04-2021,Tripura,686814,652190,34624
27-04-2021,Tripura,691184,656449,34735
28-04-2021,Tripura,695782,660923,34859
29-04-2021,Tripura,700857,665832,35025
30-04-2021,Tripura,705279,670113,35166
01-05-2021,Tripura,709639,674300,33622
02-05-2021,Tripura,714957,679371,35586
03-05-2021,Tripura,717664,681944,35720
04-05-2021,Tripura,723049,687058,35991
05-05-2021,Tripura,727535,691304,36231
06-05-2021,Tripura,732887,696356,36531
07-05-2021,Tripura,738070,701224,36846
08-05-2021,Tripura,744022,706817,37205
09-05-2021,Tripura,750382,712826,37556
10-05-2021,Tripura,753842,716153,37689
11-05-2021,Tripura,760130,721975,38155
12-05-2021,Tripura,765518,726947,38571
13-05-2021,Tripura,771752,732701,39051
14-05-2021,Tripura,777407,737804,39603
15-05-2021,Tripura,782257,742205,40052
16-05-2021,Tripura,789881,749068,40813
17-05-2021,Tripura,794518,753370,41148
18-05-2021,Tripura,804307,762413,41894
19-05-2021,Tripura,814492,771719,42773
20-05-2021,Tripura,825191,781698,43493
21-05-2021,Tripura,836629,792273,44356
22-05-2021,Tripura,851218,805998,45220
23-05-2021,Tripura,864018,817922,46096
24-05-2021,Tripura,871202,824680,38039
25-05-2021,Tripura,881469,834174,47295
26-05-2021,Tripura,891157,843195,47962
27-05-2021,Tripura,899078,850574,48504
28-05-2021,Tripura,910315,861028,49287
29-05-2021,Tripura,918746,868864,49882
30-05-2021,Tripura,932117,881381,50736
31-05-2021,Tripura,947800,896670,51130
01-06-2021,Tripura,964718,912747,51971
02-06-2021,Tripura,975840,923298,52542
03-06-2021,Tripura,990028,936809,53219
04-06-2021,Tripura,1006421,952552,53869
05-06-2021,Tripura,1031194,976617,54577
06-06-2021,Tripura,1047299,992068,55231
07-06-2021,Tripura,1056126,1000660,55466
05-04-2020,Uttar Pradesh,5255,4796,278
05-04-2020,Uttar Pradesh,5255,4796,278
09-04-2020,Uttar Pradesh,8402,7898,410
10-04-2020,Uttar Pradesh,9332,8798,433
11-04-2020,Uttar Pradesh,10595,10012,452
12-04-2020,Uttar Pradesh,11855,11250,483
13-04-2020,Uttar Pradesh,13287,12542,558
14-04-2020,Uttar Pradesh,15914,15134,660
15-04-2020,Uttar Pradesh,19506,18595,727
16-04-2020,Uttar Pradesh,21384,20374,805
17-04-2020,Uttar Pradesh,24643,23648,849
18-04-2020,Uttar Pradesh,28484,27262,974
19-04-2020,Uttar Pradesh,31767,,1100
20-04-2020,Uttar Pradesh,34326,32874,1184
21-04-2020,Uttar Pradesh,37933,36378,1337
22-04-2020,Uttar Pradesh,42192,40263,1449
23-04-2020,Uttar Pradesh,45483,43495,1510
24-04-2020,Uttar Pradesh,53166,51161,1621
25-04-2020,Uttar Pradesh,56851,54216,1793
26-04-2020,Uttar Pradesh,61799,58492,1873
27-04-2020,Uttar Pradesh,67145,64139,1896
28-04-2020,Uttar Pradesh,70307,67266,2053
29-04-2020,Uttar Pradesh,73716,70436,2134
30-04-2020,Uttar Pradesh,78013,74864,2211
01-05-2020,Uttar Pradesh,82459,79091,2328
02-05-2020,Uttar Pradesh,85729,82356,2487
03-05-2020,Uttar Pradesh,95841,91828,2645
04-05-2020,Uttar Pradesh,98300,94682,2766
05-05-2020,Uttar Pradesh,105234,101389,2880
06-05-2020,Uttar Pradesh,109888,106043,2998
07-05-2020,Uttar Pradesh,113670,109628,3071
08-05-2020,Uttar Pradesh,119688,115646,3214
09-05-2020,Uttar Pradesh,124791,120764,3373
10-05-2020,Uttar Pradesh,129955,125696,3467
11-05-2020,Uttar Pradesh,135760,131293,3573
